id,created,modified,desc,measure,available_quantity,bonus,active,new_price,old_price,desc_en,desc_kr,desc_ru,desc_uz,weight,product_type,main
65,2024-03-06 04:30:12.98515+00,2026-01-25 04:58:41.279851+00,"",1,100,0,t,6490,7000,"","","","",0.3,4ff5127c-25d1-4172-8d56-ceebf258344b,t
752,2025-10-25 08:18:51.561336+00,2025-10-25 08:18:51.561336+00,"",1,50,0,t,10000,10000,"","","","",0.1,0c4630f3-f775-45da-b998-3fd8eb5f3923,t
676,2025-10-12 02:44:13.872723+00,2026-02-09 02:08:04.735566+00,"",1,50,0,t,6000,6000,"","","","",0.2,cb4ee3ba-6c87-4e0d-b450-c503af407a67,t
677,2025-10-12 02:48:10.978691+00,2026-02-09 02:08:32.256883+00,"",1,50,0,f,6500,6500,"","","",Kapchonniy sir,0.3,cd7612d0-ad54-42ab-96e3-b68cf2a88b68,t
684,2025-10-12 02:58:21.957782+00,2025-10-12 02:58:21.957782+00,"",1,50,0,t,2500,2500,"","","","",0.5,9b4c63d7-2b21-4778-beb3-f83f1b5f5770,t
225,2024-05-12 05:13:06.109806+00,2025-06-16 03:50:46.140653+00,"",1,0,0,f,6000,6000,"","","","",1,42c0bc0b-9f8f-470a-887e-e0c559a1aa49,f
276,2024-07-13 02:10:09.066635+00,2026-01-28 03:31:12.170553+00,"",1,43,0,f,7000,7000,"","","","",0.3,a66ed09a-4c63-4634-b301-1388c24f5033,t
150,2024-03-18 14:53:47.449117+00,2026-01-28 08:39:52.963422+00,"",1,1000,0,t,2600,2900,"","","","",0.3,7edbbb9c-5f83-40e3-ad78-4f93784fcb27,t
234,2024-07-10 03:33:51.526256+00,2026-01-30 11:40:01.965305+00,"",1,1000,0,t,2200,3000,"","","","",0.5,f88ebea9-4dd3-4303-9e5a-e8fb3bee5bf3,t
686,2025-10-12 03:01:02.716458+00,2025-10-12 03:01:02.716458+00,"",1,50,0,t,2000,2000,"","","","",0.3,b4fa3c3f-5108-4f18-97f1-93f974fb294c,t
687,2025-10-12 03:03:31.394558+00,2025-10-12 03:03:31.394558+00,"",1,50,0,t,2000,2000,"","","","",1,c2c74a1d-c080-4f75-a18d-426b414d4c3e,t
688,2025-10-12 03:04:47.971438+00,2025-10-12 03:04:47.971438+00,"",1,50,0,t,1500,1500,"","","","",0.4,ab48d020-8cf0-4e79-9262-3f3f90febe73,t
689,2025-10-12 03:06:16.249775+00,2025-10-12 03:06:16.249775+00,"",1,50,0,t,2500,2500,"","","","",1.3,1b06849e-9536-4ce6-ba24-30a073b1b707,t
690,2025-10-12 03:07:11.77985+00,2025-10-12 03:07:11.77985+00,"",1,50,0,t,2500,2500,"","","","",1.3,c2075fde-ebea-4079-9115-898baea43724,t
301,2024-07-13 06:33:24.993466+00,2026-01-31 09:16:26.953316+00,"",0,457,0,t,3500,3500,"","","","",1,45cf1050-c291-48ed-8afc-ce2659fb9829,t
154,2024-03-18 15:07:29.42415+00,2025-07-17 09:10:49.092783+00,"",1,82,0,f,2900,2900,"","","","",0.3,70ee5050-51a8-45f9-a15c-134082e93ffa,f
315,2024-07-14 01:12:15.021741+00,2026-01-31 11:19:06.651188+00,"",1,1003,0,t,7500,8000,"","","","",0.5,5eecee5a-7ba4-4da7-9d67-37bc4e6f2144,t
691,2025-10-12 03:08:56.025401+00,2025-10-12 03:08:56.025401+00,"",1,50,0,t,2000,2000,"","","","",1,4040c01a-9a22-407f-a552-5e46d435fe42,t
344,2024-07-14 04:34:23.603224+00,2026-02-01 06:19:23.882518+00,"",1,290,0,t,6900,7500,"","","","",1,932ce350-6683-4da3-885a-7c70905b29f5,t
674,2025-10-12 02:40:57.655023+00,2025-10-25 02:58:10.429917+00,"",1,500,0,t,3000,3000,"","","","",0.3,3908baba-bbc5-4d9e-90b9-a645845990fb,t
692,2025-10-12 03:09:52.637848+00,2025-10-12 03:09:52.637848+00,"",1,50,0,t,2000,2000,"","","","",0.5,edb0f607-77a2-4f9c-9181-29a320213898,t
694,2025-10-12 03:12:13.819608+00,2025-10-12 03:12:13.819608+00,"",1,50,0,t,2000,2000,"","","","",0.5,6f64c647-4edd-45f9-bac5-07d85167fb24,t
336,2024-07-14 03:53:43.28062+00,2026-02-01 06:15:59.628586+00,"",1,350,0,t,10900,12500,"","","","",1,beaf377a-fbe5-4ebf-8dd8-07206dd22e40,t
334,2024-07-14 03:48:53.717581+00,2026-02-01 06:02:38.03753+00,"",1,1000,0,t,10900,11900,"","","","",0.5,858d11d8-1e86-4179-95e0-619dd084883f,t
695,2025-10-12 03:19:22.520432+00,2025-10-12 03:19:22.520432+00,"",1,500,0,t,2500,2500,"","","","",0.4,624bbc7e-ff0d-4238-b7ab-e158de0f8374,t
696,2025-10-12 03:20:15.767927+00,2025-10-12 03:20:15.767927+00,"",1,500,0,t,2500,2500,"","","","",0.5,fd5caae1-e4f8-4798-9775-4d6971a6281b,t
323,2024-07-14 02:36:42.676883+00,2026-01-31 11:37:46.373072+00,"",1,800,0,t,10500,12000,"","","","",0.5,24e2aac6-d7de-4b46-b715-5ef01d53667a,t
320,2024-07-14 01:55:59.655312+00,2025-07-11 08:14:47.349424+00,"",1,92,0,f,13000,13000,"","","","",0.6,d63a85a4-af59-4280-86a2-8573a0e222a5,f
200,2024-04-15 15:15:45.963224+00,2026-01-28 11:52:03.032264+00,"",0,1160,0,t,2800,3400,"","","","",1,e66df8b0-3654-4ec7-8538-58676b5421a7,t
333,2024-07-14 03:46:01.0995+00,2026-02-01 06:01:45.899225+00,"",1,980,0,t,15900,17200,"","","","",0.8,50c74014-8e37-40c9-a21b-2ba0019ab812,t
243,2024-07-10 05:23:17.440397+00,2026-01-30 11:42:39.416164+00,"",1,1000,0,t,1000,2000,"","","","",0.1,3020e22e-148a-47cb-b0fe-acf905edc804,t
220,2024-04-30 17:31:17.44218+00,2025-06-25 05:34:00.902735+00,"",1,16,0,f,5990,5990,"","","","",1,0396afb9-bd1e-47d8-a825-58152a071aa2,f
196,2024-04-02 15:48:59.061127+00,2026-01-28 11:35:46.081038+00,"",0,10000,0,t,6500,7500,"","","",Tozalangan istemol qilish uchun tayorlangan,1,b2957875-2452-45b4-8db9-0edd4a6696ab,t
330,2024-07-14 03:39:35.36369+00,2026-02-01 05:51:34.861757+00,"",1,850,0,t,19900,22000,"","","","",1,56803141-aba5-426f-bb25-bbe6a53ad567,t
697,2025-10-12 03:20:59.61755+00,2025-10-12 03:20:59.61755+00,"",1,500,0,t,2500,2500,"","","","",0.5,72850df1-6e97-404a-97e7-6b23ef307da0,t
324,2024-07-14 02:37:51.181135+00,2026-01-31 11:38:27.401385+00,"",1,128,0,t,10500,10500,"","","","",0.5,5dddd424-7c86-4971-913c-2420024776be,t
698,2025-10-12 03:22:09.728654+00,2025-10-12 03:22:09.728654+00,"",1,500,0,t,2500,2500,"","","","",0.5,76e5f4ac-46ac-461a-b00b-3e36341cba94,t
325,2024-07-14 02:38:58.656847+00,2026-01-31 11:46:05.986604+00,"",1,46,0,t,10500,10500,"","","","",0.5,df7e5ce8-8a40-4276-a1b0-b129a62829e0,t
210,2024-04-30 15:55:31.463519+00,2026-01-28 12:59:55.377116+00,"",1,100,0,t,18900,20900,"","","","",1.5,36a6b0bb-19b0-42a8-b49e-e71c2c63fcc2,t
285,2024-07-13 03:55:53.874525+00,2026-01-31 08:31:48.014328+00,"",1,9,0,t,28000,35000,"","","","",0.6,dfaf8dc1-d3d3-440f-ba29-21bac783c7d9,t
699,2025-10-12 03:23:22.793924+00,2025-10-12 03:23:22.793924+00,"",1,50,0,t,6000,6000,"","","","",1,f5179ec5-80fe-4192-a54b-4dd7c3fb4b18,t
332,2024-07-14 03:44:18.029139+00,2026-02-01 06:00:34.642574+00,"",1,983,0,t,10900,12000,"","","","",0.5,f7b5ef38-b21d-43c7-bcc3-98bba780e777,t
371,2024-08-08 05:42:50.397162+00,2024-10-29 06:34:31.572284+00,"",1,39,0,t,4000,4000,"","","","",0.4,e79a914a-f869-46b2-bb17-77d9208a32a1,f
198,2024-04-02 15:52:32.926467+00,2026-02-02 11:25:48.897774+00,"",0,999,0,t,6000,7000,"","","","",1,0a7f416b-8aad-4fb1-aa80-edf73671af51,t
700,2025-10-12 03:25:35.749995+00,2025-10-12 03:25:35.749995+00,"",1,500,0,t,2500,2500,"","","","",0.5,59390005-4a19-44da-b62d-257a4fff2d89,t
212,2024-04-30 16:09:48.612003+00,2026-01-28 13:02:34.086024+00,"",1,100,0,t,27900,29900,"","","","",1.3,b6b35c31-f05b-42aa-97e9-caeedafaf706,t
710,2025-10-12 03:50:08.118191+00,2025-11-29 02:58:34.017001+00,"",1,50,0,t,6000,6000,"","","","",1,501afc75-8d2a-4c0e-9363-366c3a2a9a75,t
208,2024-04-30 15:47:33.182377+00,2026-01-23 04:13:02.674501+00,"",1,20,0,f,29900,33000,"","","","",1.5,db240a24-313f-4e3f-80de-26768df3a70e,t
217,2024-04-30 16:44:25.215136+00,2026-01-28 13:03:45.415987+00,"",1,100,0,t,5400,5900,"","","","",0.5,7b4580de-3aab-4916-943e-7a7344a1c16a,t
221,2024-04-30 17:42:46.895535+00,2026-01-30 10:22:48.598622+00,"",1,1000,0,t,5500,6200,"","","","",1,dafabf53-35d3-484a-9a04-17b098498cb9,t
206,2024-04-15 17:45:11.895625+00,2026-01-28 12:51:44.280599+00,"",0,1000,0,t,17500,19500,"","","",Butun kesilmasdan olioshni xoxlasangiz telefon qilib buyurtma berin yoki 3kgdan kopro zakas qilin,1,a017294d-1b8d-44d1-9b0b-d1f01e9e356e,t
37,2024-02-28 15:30:59.640175+00,2026-02-02 14:45:14.418504+00,454 GRAM,1,4993,0,t,8600,9500,454 GRAM,454 GRAM,454 GRAM,454 GRAM,0.5,1fbbaadc-213d-4bd5-91ff-8361b3a1d3ac,t
704,2025-10-12 03:38:45.299991+00,2025-10-12 03:38:45.299991+00,"",1,50,0,t,2000,2000,"","","","",0.5,5558d9df-5f60-4dde-803c-4cc92238e7b6,t
245,2024-07-10 05:26:38.955537+00,2026-01-30 11:44:32.712086+00,"",1,1000,0,t,1000,2000,"","","","",0.1,4ea3db26-4fac-4fff-8d47-d4e87ecf0f21,t
306,2024-07-13 08:34:20.630099+00,2026-02-01 06:10:37.166158+00,"",1,259,0,t,5900,7000,"","","","",1,53d5e163-789f-4283-a3c6-6b1d020dbba7,t
343,2024-07-14 04:33:11.603625+00,2026-02-01 06:18:11.771627+00,"",1,1900,0,t,6900,7500,"","","","",1,89d4e4c1-2171-4ee9-a404-aa7a8fd955be,t
218,2024-04-30 17:01:02.667219+00,2026-01-28 13:04:54.782547+00,"",1,1000,0,t,10000,14000,"","","","",1,8eb80422-2a8f-418a-80cb-7ba45ab04414,t
372,2024-08-08 05:44:06.263893+00,2024-10-29 06:34:31.579947+00,"",1,39,0,t,4000,4000,"","","","",0.4,e79a914a-f869-46b2-bb17-77d9208a32a1,f
223,2024-05-01 16:42:51.741805+00,2026-01-30 10:24:30.919755+00,"",0,1000,0,t,24900,27000,"","","","",1,ff081bbf-aa2d-47ac-b844-ac4f374484e4,t
702,2025-10-12 03:26:58.554106+00,2025-10-12 03:26:58.554106+00,"",1,50,0,t,6500,6500,"","","","",1,cd6e8864-d6aa-4c37-b759-dc355006558a,t
703,2025-10-12 03:37:34.882295+00,2025-10-12 03:37:34.882295+00,"",1,50,0,t,4000,4000,"","","","",1.5,e1988884-cb65-42c7-aae8-4cf11a0692ce,t
258,2024-07-10 07:11:24.292811+00,2026-01-31 07:36:10.616316+00,"",1,46,0,t,6900,7900,"","","","",0.7,d6bb57fb-a1a2-4b02-b497-a8305cc231ec,t
705,2025-10-12 03:39:26.297873+00,2025-10-12 03:39:26.297873+00,"",1,50,0,t,6500,6500,"","","","",1,efba0bef-1bf6-48e9-8e21-7c30db1200a7,t
753,2025-10-25 08:19:33.06095+00,2025-10-25 08:19:33.06095+00,"",1,50,0,t,10000,10000,"","","","",0.1,7372e337-1c2f-4654-b5e2-c2c411d696bd,t
331,2024-07-14 03:41:18.101766+00,2026-02-01 05:59:29.415288+00,"",1,1293,0,t,19900,22000,"","","","",1,7ab65b85-92c6-49ba-a7e0-cfcce1df7a6a,t
204,2024-04-15 17:09:14.691337+00,2026-01-28 12:49:38.823493+00,"",0,1000,0,t,7900,8900,"","","","",1,03b36041-62d2-4ba7-bad2-f61645c7664f,t
326,2024-07-14 02:40:21.457967+00,2026-01-31 11:46:56.74594+00,"",1,64,0,t,10500,10500,"","","","",0.5,71bbc5b5-2eec-4b86-bb58-ed3679b1e750,t
706,2025-10-12 03:40:55.471061+00,2025-10-12 03:40:55.471061+00,"",1,50,0,t,4000,4000,"","","","",1,cb209b0f-24f5-4334-99ff-1c7767120bd0,t
707,2025-10-12 03:43:44.498495+00,2025-10-12 03:43:44.498495+00,"",1,50,0,t,4000,4000,"","","","",1.5,c972216b-e63d-47af-8127-4fe9fa6cb7a1,t
754,2025-10-25 08:20:32.083796+00,2025-10-25 08:20:32.083796+00,"",1,50,0,t,10000,10000,"","","","",0.1,0762935c-5d10-4aee-8cd5-c8a2a8f4a993,t
711,2025-10-12 03:52:17.554618+00,2025-10-27 03:17:47.047708+00,"",1,50,0,f,11000,11000,"","","","",0.5,b9b3250b-6716-40a9-adf7-0b79c102d47b,t
286,2024-07-13 03:58:29.278303+00,2026-01-31 08:37:04.327255+00,"",1,10,0,t,45000,49000,"","","","",1,93dc5246-96fd-4401-9e49-9a5f2fbdc276,t
259,2024-07-10 07:13:13.548257+00,2026-01-31 07:36:38.271583+00,"",1,49,0,t,6900,7900,"","","","",0.7,609e0342-22d5-4d9a-9075-f7e19bef9213,t
708,2025-10-12 03:44:28.626805+00,2025-10-12 03:44:28.626805+00,"",1,500,0,t,4000,4500,"","","","",1.5,4600775a-3b4b-4b18-8ecd-6ca8ed09d098,t
201,2024-04-15 15:25:26.485327+00,2026-01-28 11:55:08.63429+00,"",0,2458,0,t,2800,3200,"","","","",1,d87b7e91-f662-45d3-b138-67aee82c771f,t
209,2024-04-30 15:52:25.11388+00,2026-01-28 12:58:21.392459+00,"",1,100,0,t,20900,27900,"","","","",1.5,1cd1505b-5348-4882-8f77-78dcfda8ee18,t
709,2025-10-12 03:49:10.231206+00,2025-11-13 06:07:47.91189+00,"",1,50,0,f,6000,6000,"","","","",0.4,1a9f3b56-3cc2-45ba-bbb1-b1eca2c05748,t
211,2024-04-30 16:01:25.417267+00,2026-01-28 13:01:14.097209+00,"",1,100,0,t,27900,29900,"","","","",1.3,acdcbdb1-60f6-40f2-9964-71c52c07885c,t
701,2025-10-12 03:26:13.674559+00,2025-11-29 02:59:33.334214+00,"",1,50,0,t,6500,6500,"","","","",1,147fd3ba-7b9a-43ac-9d93-7367933bda6f,t
224,2024-05-01 16:43:23.659155+00,2026-01-30 11:11:54.227739+00,"",1,99928,0,t,12500,15500,"","","","",1,19f46f95-6e1d-494e-9556-1576ab00ec85,t
287,2024-07-13 04:00:49.189438+00,2026-01-31 08:37:33.348969+00,"",1,10,0,t,25000,25000,"","","","",1,5d510051-f1e9-4ed8-b962-93bcfa17e36a,t
307,2024-07-13 08:36:02.950484+00,2026-02-01 06:11:45.027744+00,"",1,250,0,t,5900,6500,"","","","",1,c672b3fd-42da-4b35-9841-ca4de16d1cfc,t
322,2024-07-14 02:35:28.876817+00,2026-02-01 05:45:19.958689+00,"",1,239,0,t,15900,16500,"","","","",0.9,6709b2c6-92c3-42f8-a962-b485e74f9bc1,t
374,2024-08-08 05:55:54.6311+00,2024-08-08 05:55:54.6311+00,"",1,40,0,t,5000,5000,"","","","",0.3,ae22b7e4-a893-4eae-8cf7-bbc7816ba071,f
377,2024-08-08 06:02:45.186929+00,2024-08-08 06:02:45.186929+00,"",1,40,0,t,4000,4000,"","","","",0.3,1bf36d21-f1dd-4aca-9974-2c0addf3632f,f
378,2024-08-08 06:02:51.647335+00,2024-08-08 06:02:51.647335+00,"",1,40,0,t,4000,4000,"","","","",0.3,1bf36d21-f1dd-4aca-9974-2c0addf3632f,f
379,2024-08-08 06:03:03.188129+00,2024-08-08 06:03:03.188129+00,"",1,40,0,t,4000,4000,"","","","",0.3,1bf36d21-f1dd-4aca-9974-2c0addf3632f,f
380,2024-08-08 06:03:04.396245+00,2024-08-08 06:03:04.396245+00,"",1,40,0,t,4000,4000,"","","","",0.3,1bf36d21-f1dd-4aca-9974-2c0addf3632f,f
381,2024-08-08 06:03:09.756416+00,2024-08-08 06:03:09.756416+00,"",1,40,0,t,4000,4000,"","","","",0.3,1bf36d21-f1dd-4aca-9974-2c0addf3632f,f
498,2025-06-26 09:28:03.879974+00,2025-11-10 12:00:42.213225+00,"",1,50,0,t,3000,3000,"","","","",0.3,4061d6ee-2ea1-4b5d-8177-c615c35088eb,t
578,2025-09-09 06:46:05.063243+00,2025-09-09 06:46:05.063243+00,"",3,500,0,t,2500,2500,"","","","",1,6ddb7873-7153-4b9c-a73d-338929eabd60,t
373,2024-08-08 05:54:39.520623+00,2026-02-01 06:42:48.322328+00,"",1,200,0,t,4800,5500,"","","","",0.3,ae22b7e4-a893-4eae-8cf7-bbc7816ba071,t
825,2025-11-29 02:48:32.76003+00,2026-02-01 07:57:21.699669+00,"",1,500,0,t,3900,4500,"","","","",0.5,8fc1c241-89d9-43b5-a8c9-9746006e07ea,t
755,2025-10-25 08:22:08.616959+00,2025-10-25 08:22:08.616959+00,"",1,50,0,t,10000,10000,"","","","",0.1,f4d85e27-2198-4504-9a97-95a981565abb,t
539,2025-07-22 11:41:47.068347+00,2025-11-15 03:33:43.451874+00,"",1,200,0,f,3000,3000,"","","","",0.5,906285db-42d4-4577-b64c-b83430dda930,t
488,2025-06-26 09:08:24.100149+00,2025-10-18 09:52:54.733684+00,"",1,50,0,t,1000,1500,"","","","",0.1,ae69c452-14df-49d0-a66e-87f2d2441d97,t
823,2025-11-29 02:47:00.334965+00,2026-02-01 07:59:09.224897+00,"",1,500,0,t,3900,4500,"","","","",0.5,4fe8d414-9c60-4d24-af61-d66d9b593510,t
490,2025-06-26 09:09:25.809845+00,2025-10-18 09:54:02.318208+00,"",0,49,0,t,1000,1500,"","","","",0.1,29ff7775-24b0-4e3a-b3f3-fea4ddc9e96d,t
405,2024-08-27 10:48:43.366659+00,2025-07-22 09:06:55.924146+00,Uzbek national drink made from uzbek kurtob,1,90,0,t,2500,2500,Uzbek national drink made from uzbek kurtob,우즈벡 쿠르토비로 만든 국민 음료,Национальный напиток из узбекского куртобы.,O'zbekiton qurtobidan tayyorlangan milliy ichimlik,0.5,65a514ab-1a51-4914-b4e9-4f6056034a64,f
491,2025-06-26 09:10:37.457371+00,2025-10-18 09:54:43.604433+00,"",0,50,0,t,1000,1500,"","","","",0.1,e5712505-1b34-4397-8fd0-9ca895c0bc26,t
492,2025-06-26 09:18:54.742167+00,2025-10-18 09:55:31.103886+00,"",1,50,0,t,1000,1500,"","","","",0.1,dc6c363a-84ae-4116-bc8d-87bb109b20ba,t
824,2025-11-29 02:47:53.16111+00,2026-02-01 08:00:43.267062+00,"",1,500,0,t,3900,4500,"","","","",0.5,8efdab0f-151c-43cd-977b-6e49b7732004,t
375,2024-08-08 05:58:54.063264+00,2026-02-01 07:23:12.552547+00,"",1,400,0,t,4800,5500,"","","","",0.3,97a3f387-9df0-4c8f-aca3-b786bd19170c,t
493,2025-06-26 09:20:05.059065+00,2025-10-18 09:56:41.664821+00,"",1,50,0,t,1000,1500,"","","","",0.1,8c259d73-6d60-4b0c-ad57-e0638c3b548d,t
494,2025-06-26 09:21:01.94934+00,2025-10-18 09:57:45.020557+00,"",1,50,0,t,1000,1500,"","","","",0.1,f37889f5-e3dd-4b83-a3e1-9848374ec895,t
376,2024-08-08 06:01:21.015987+00,2026-02-01 07:24:57.15581+00,"",1,350,0,t,3800,4500,"","","","",0.3,1bf36d21-f1dd-4aca-9974-2c0addf3632f,t
821,2025-11-29 02:45:30.027957+00,2026-02-01 08:03:56.712566+00,"",1,5000,0,t,500,500,"","","","",0.1,5e4e7703-ac17-43e0-8143-adaa4bb4f881,t
489,2025-06-26 09:08:27.928094+00,2025-06-26 09:08:27.928094+00,"",1,50,0,t,1000,1500,"","","","",0.1,d075ac3f-54d9-4c57-a852-45fef71d2a4a,t
822,2025-11-29 02:46:19.159829+00,2026-02-01 08:04:17.007302+00,"",1,5000,0,t,500,500,"","","","",0.1,61329fd6-9d99-4783-90db-2c5c4746aa61,t
580,2025-09-09 06:51:41.058377+00,2026-02-02 11:25:54.366552+00,"",3,498,0,t,22000,22000,"","","","",20,1cffa46d-e11a-4750-87ad-755b6b10f01f,t
504,2025-06-26 09:41:38.732376+00,2025-10-19 03:23:59.238254+00,"",1,500,0,t,1800,2000,"","","","",0.2,815a8fae-7cdc-4284-b8d7-e9d91d954d8c,t
579,2025-09-09 06:50:22.852201+00,2026-02-02 11:25:54.800684+00,"",1,499,0,t,12500,12500,"","","","",1,86d913bf-a2e2-4ccc-bc56-ded6263edfc5,t
495,2025-06-26 09:22:33.45641+00,2025-10-18 09:58:49.746872+00,"",1,50,0,t,1000,1500,"","","","",0.1,57508c92-8a4b-489c-b923-c74d6b14366b,t
537,2025-07-22 11:40:24.262154+00,2025-07-22 11:40:24.262154+00,"",1,200,0,t,3000,3000,"","","","",0.5,bea48ff7-66ad-47ff-9752-935a4c659852,t
538,2025-07-22 11:41:08.530824+00,2025-07-22 11:41:08.530824+00,"",1,200,0,t,3000,3000,"","","","",0.5,8456126e-1050-47c4-860c-80c114a63fac,t
540,2025-07-22 11:43:57.333069+00,2025-07-22 11:43:57.333069+00,"",1,50,0,t,5500,5500,"","","","",0.5,d95bee02-3b81-4d7e-972f-ab2c9e265507,t
496,2025-06-26 09:23:38.496347+00,2025-10-18 10:00:33.732919+00,"",1,50,0,t,1500,1500,"","","","",0.1,7b5db202-1547-468b-a3eb-ddb8515638c8,t
499,2025-06-26 09:31:27.93943+00,2025-10-19 03:19:47.455773+00,"",1,50,0,t,3000,3000,"","","","",0.2,829d74bc-14ff-4984-9e99-b65e6300828e,t
500,2025-06-26 09:33:55.043397+00,2025-10-19 03:20:30.398064+00,"",1,50,0,t,3500,3500,"","","","",0.2,196b6de1-ac17-4a72-805b-4400c7db4611,t
501,2025-06-26 09:36:10.917198+00,2025-10-19 03:21:18.926179+00,"",1,50,0,t,1000,1000,"","","","",0.1,dbac18f8-6eb4-4ea1-90ed-207b515fd4dc,t
447,2025-03-15 02:59:41.132174+00,2026-02-10 04:02:46.66133+00,"",1,125,0,f,13000,13000,"","","","",0.5,5d9e653c-e4c4-4b4d-9c81-e05772291444,t
480,2025-05-26 06:04:52.521824+00,2025-10-19 09:45:02.466768+00,"",1,100,0,t,8500,8500,"","","","",0.1,2b871608-8a1f-4fc5-a959-63ca3a035864,t
50,2024-03-05 15:58:53.999495+00,2026-01-25 04:49:48.296119+00,"",3,1000,0,t,2700,3000,"","","","",0.5,5751c785-327c-442f-be07-a0f22b243cfe,t
581,2025-09-09 06:53:04.371993+00,2026-02-10 04:03:14.444597+00,"",1,50,0,f,12000,12000,"","","","",0.5,ebc022c9-14cd-4375-87d5-4c3a62c608ae,t
59,2024-03-05 19:01:15.755494+00,2026-01-25 04:56:28.717418+00,중간 골판지 껍질,3,1000,0,t,3900,4500,중간 골판지 껍질,Medium corrugated shells,Ракушки рифленые средние,O'rta gofrirovka qilingan qobiqlar,0.4,f2533a67-972e-4a40-9027-a9081f045684,t
129,2024-03-16 03:43:23.677522+00,2026-01-26 06:45:22.21888+00,"",1,89,0,t,3490,3900,"","","","",1.3,336f0f61-3215-45db-9e67-42f5c2ba82e4,t
370,2024-08-08 05:40:53.718564+00,2026-02-01 06:41:06.239439+00,"",1,200,0,t,3900,4500,"","","","",0.4,e79a914a-f869-46b2-bb17-77d9208a32a1,t
387,2024-08-08 07:19:09.623196+00,2024-08-08 07:19:09.623196+00,"",1,1000,0,t,2000,2000,"","","","",1,e0ea16f7-905d-4e1e-912c-c633e72224ad,f
388,2024-08-08 07:22:40.703317+00,2024-08-08 07:22:40.703317+00,"",1,1000,0,t,2000,2000,"","","","",1,e0ea16f7-905d-4e1e-912c-c633e72224ad,f
831,2025-11-29 02:53:37.866253+00,2026-02-01 07:52:26.392034+00,"",1,500,0,t,3000,3000,"","","","",0.5,20fccae8-3851-4c81-aafd-91a82b24a85c,t
588,2025-09-09 07:14:03.948906+00,2025-09-09 07:14:03.948906+00,"",1,50,0,t,3000,3000,"","","","",0.2,4196698e-7c57-45ed-988e-5afb4b244ed6,t
390,2024-08-08 07:36:02.494432+00,2026-02-01 07:27:52.788396+00,"",1,1000,0,t,5900,7000,"","","","",0.5,18bff10b-4db9-46c2-9290-3f606a403661,t
589,2025-09-09 07:14:57.085834+00,2025-09-09 07:14:57.085834+00,"",1,50,0,t,4000,4000,"","","","",0.4,6d632e6f-a3c1-4386-9944-e43001026045,t
590,2025-09-09 07:17:29.092904+00,2025-09-09 07:17:29.092904+00,"",1,50,0,t,5000,5000,"","","","",0.4,99389835-4779-46e3-a313-99fedc792ff8,t
383,2024-08-08 07:02:34.746245+00,2024-08-08 07:02:34.746245+00,"",1,40,0,t,3500,3500,"","","","",0.2,62490f81-d601-4cdc-abb1-5d0f142f2d09,f
830,2025-11-29 02:52:55.709914+00,2026-02-01 07:52:45.161925+00,"",1,500,0,t,3000,3000,"","","","",0.5,9dcdcb65-7943-4943-bf30-bcc070e693c9,t
392,2024-08-08 07:42:32.65732+00,2026-02-01 07:28:55.845705+00,"",1,1000,0,t,10900,11000,"","","","",1.6,ad7484ef-4c5b-4fae-94de-1adb40dedf32,t
757,2025-10-25 12:16:49.929915+00,2026-02-09 06:34:55.527866+00,"",0,500,0,t,10000,10000,"","","",MUZLATILGAN TAYYOR LAGMON,1,2a221f5c-5700-47f4-abe0-d47bcecd4aab,t
96,2024-03-07 17:27:37.461681+00,2026-02-01 07:29:26.60597+00,"",1,997,0,f,11500,12000,"","","","",1.5,8e559c23-1aa7-45f7-a404-88cf409e2aea,t
829,2025-11-29 02:52:15.340879+00,2026-02-01 07:53:08.962931+00,"",1,500,0,t,3000,3000,"","","","",0.5,f60620ed-6d3c-4a19-bf7d-780b5b8f8b37,t
385,2024-08-08 07:06:20.108635+00,2024-08-08 07:06:20.108635+00,"",1,40,0,t,4000,4000,"","","","",1,fd3c9dd7-876a-4f79-8216-1691142345e4,f
386,2024-08-08 07:17:47.019816+00,2024-08-08 07:17:47.019816+00,"",1,1000,0,t,2000,2000,"","","","",1,e0ea16f7-905d-4e1e-912c-c633e72224ad,f
591,2025-09-09 07:18:38.957843+00,2025-09-09 07:18:38.957843+00,"",1,50,0,t,3500,3500,"","","","",0.4,56848a03-c295-4d8b-a194-39a3afc8eae4,t
828,2025-11-29 02:51:35.771587+00,2026-02-01 07:53:34.163217+00,"",1,500,0,t,3000,3000,"","","","",0.5,d80432c0-6ccd-4e5a-b781-84e782d32ee1,t
406,2024-10-07 07:10:38.780542+00,2025-09-28 01:57:10.062391+00,"",0,377,0,t,10000,10000,"","","","",1,da328832-269d-4615-a6e0-d5a44b273f2c,t
586,2025-09-09 07:11:41.925364+00,2025-09-09 07:11:41.925364+00,"",1,50,0,t,5000,5000,"","","","",0.5,2ecab08f-def2-460a-9ace-3db9517d8b18,t
827,2025-11-29 02:49:59.336855+00,2026-02-01 07:53:58.102354+00,"",1,500,0,t,3000,3000,"","","","",0.5,9dc66bd2-e9af-4c02-8a38-361d85d651c7,t
268,2024-07-12 12:47:36.322679+00,2026-01-31 07:41:47.761759+00,"",1,100,0,t,4900,5500,"","","","",0.3,a374c836-781f-469c-84a6-c3b987b3a3b0,t
124,2024-03-16 03:33:13.502993+00,2026-01-26 06:42:16.960574+00,"",1,1000,0,t,3800,4500,"","","","",1.3,1668c4c4-f622-47c1-8239-cc66ff645288,t
